1,World\Generic\ActiveDoodads\Chest02\Chest02.mdx
2,World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx
3,World\Azeroth\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx
4,World\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx
5,World\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx
6,World\Azeroth\Elwynn\PassiveDoodads\Statue\LionStatue.mdx
7,World\Azeroth\Elwynn\PassiveDoodads\jugs\jug02.mdx
8,World\Generic\Human\Passive Doodads\Footlockers\DuskwoodFootLocker01.mdx
9,World\Generic\PassiveDoodads\Barrel\BrokenBarrel02.mdx
10,World\Generic\ActiveDoodads\Chest01\Chest01.mdx
11,World\Generic\Human\Passive Doodads\Sarcophagi\Sarcophagus.mdx
12,World\Azeroth\Duskwood\PassiveDoodads\Tombs\WoodCross02.mdx
13,WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\FARMDOOR01TEST.MDX
14,World\Generic\Human\Passive Doodads\Meat\BloodyMeat01.mdx
15,WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDX
17,World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterFramed01.mdx
18,World\Azeroth\Westfall\PassiveDoodads\Crate\WestFallCrate.mdx
19,World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStone07.mdx
20,World\Azeroth\Duskwood\PassiveDoodads\Tombs\DirtMound01.mdx
21,World\Generic\Orc\Passive Doodads\Jars\JarOrc02.mdx
22,World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerWorn01.mdx
25,World\Generic\PassiveDoodads\BindStone\NewBindStone.mdx
26,World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerNice01.mdx
27,World\Generic\Human\Passive Doodads\SignPosts\StoneSignPointer01.mdx
28,World\Generic\ActiveDoodads\Bushes\BerryBush01.mdx
30,World\Generic\Human\Passive Doodads\GunShop\GunShopPowderKegOpen.mdx
31,World\Generic\Human\Passive Doodads\Crates\StormwindCrate01.mdx
32,World\Generic\PassiveDoodads\Barrel\Barrel01.mdx
33,World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKeg01.mdx
36,World\Generic\Human\Passive Doodads\CargoBoxes\DeadMineCargoBoxes.mdx
39,World\Generic\Human\Passive Doodads\Chairs\GeneralChairLoEnd01.mdx
41,World\Generic\ActiveDoodads\Chest03\Chest03.mdx
42,World\Generic\PassiveDoodads\ParticleEmitters\Bubbles01.mdx
43,World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackTall01.mdx
45,World\Generic\PassiveDoodads\ParticleEmitters\Blacksmith_smoke.mdx
47,World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot03.mdx
48,World\Generic\ActiveDoodads\Rocks\GemRock01.mdx
49,World\Lordaeron\TirisfalGlade\PassiveDoodads\Graves\TirisfallGraveDirtMound01.mdx
51,World\Generic\PassiveDoodads\Furniture\Containers\TitanChest.mdx
52,World\Generic\PassiveDoodads\Furniture\Containers\TitanVase01.mdx
53,World\Generic\PassiveDoodads\Furniture\Containers\TitanVase02.mdx
56,World\Generic\Dwarf\Passive Doodads\Steins\DwarvenStein02.mdx
58,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield1\BattleGladeShield1.mdx
60,World\Azeroth\Duskwood\PassiveDoodads\Bush\Pumpkin01.mdx
63,World\Generic\Human\Passive Doodads\Flowers\FlowersBunch02.mdx
70,World\Generic\Human\Passive Doodads\Weapons&Armor\HumanMace02.mdx
90,World\Azeroth\Stranglethorn\PassiveDoodads\Waterfall\StranglethornWaterfall01.mdx
91,World\Generic\Human\Passive Doodads\Chairs\GeneralMedChair01.mdx
92,World\Generic\Human\Passive Doodads\Chairs\GeneralChairHighEnd01.mdx
95,World\Generic\PassiveDoodads\ParticleEmitters\HouseSmoke.mdx
100,World\Generic\PassiveDoodads\Lights\Candle01.mdx
105,World\Generic\Human\Passive Doodads\Books\BookMedium01.mdx
107,World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackShort01.mdx
112,World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx
113,World\Generic\PassiveDoodads\Crate02\Crate02.mdx
114,World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx
119,World\Lordaeron\SilverPine\PassiveDoodads\bushes\SilverPineBush01.mdx
124,World\Azeroth\RedRidge\PassiveDoodads\RowBoat\RowBoat01.mdx
130,World\Generic\Human\Passive Doodads\WeaponRacks\GeneralWeaponrack01.mdx
131,World\Azeroth\Elwynn\PassiveDoodads\Catapult\Catapult.mdx
133,World\Generic\PassiveDoodads\ParticleEmitters\SunkenFlame01.mdx
134,World\Azeroth\Duskwood\PassiveDoodads\Fence\RockWallRubble.mdx
137,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf03.mdx
138,World\Azeroth\Westfall\PassiveDoodads\WestfallChair\WestfallChair.mdx
139,World\Generic\Human\Passive Doodads\Statues\StatueKhadgar.mdx
148,World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot02.mdx
150,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer04.mdx
151,World\Generic\Human\Passive Doodads\Tables\BloodyTable1.mdx
153,World\Generic\Human\Passive Doodads\CatapultRuins\CatapultBall01.mdx
154,World\Generic\Human\Passive Doodads\DogHouses\DogHouse.mdx
155,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnMushroom01\ElwynnMushroom01.mdx
156,World\Generic\Human\Passive Doodads\Posters\MissingPoster01.mdx
159,World\Generic\Human\Passive Doodads\Rugs\StormwindRug01.mdx
163,World\Generic\Human\Passive Doodads\Scrolls\ScrollA02.mdx
164,World\Generic\Human\Passive Doodads\Scrolls\ScrollB01.mdx
166,World\Azeroth\Elwynn\PassiveDoodads\Anvil\Anvil.mdx
169,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLORIST01.MDX
170,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WINESHOPSIGN01.MDL
171,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ARMORERSHOP01.MDL
172,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLETCHERSHOP01.MDL
173,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WEAPONSMITHSHOP01.MDL
174,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ALCHEMISTSSHOP01.MDL
175,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\BANK01.MDL
176,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\GENERALSTORE01.MDL
177,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\VISITORSCENTER01.MDL
178,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\CHEESESHOP01.MDL
179,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAILOR01.MDL
180,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAVERN01.MDL
181,World\Generic\Human\Passive Doodads\BallandChain\BallAndChain01.mdx
183,World\Generic\Human\Passive Doodads\Scrolls\ScrollB03.mdx
184,World\Generic\Human\Passive Doodads\Books\BookLarge01.mdx
185,World\Generic\Human\Passive Doodads\Books\BookLarge02.mdx
186,WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDL
187,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf02.mdx
188,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf01.mdx
189,World\Generic\Human\Passive Doodads\BookShelves\AbbeyShelf01.mdx
190,World\Generic\Human\Passive Doodads\Scrolls\ScrollB02.mdx
191,World\Generic\Dwarf\Passive Doodads\Dynamite\GunShopDynamiteBundle.mdx
192,World\Azeroth\Elwynn\PassiveDoodads\Campfire\ElwynnCampfire.mdx
193,World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone01.mdx
194,World\Generic\Human\Passive Doodads\Braziers\HumanBrazierMagic.mdx
195,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer03.mdx
196,WORLD\AZEROTH\ELWYNN\PASSIVEDOODADS\SIGNS\SHOP\HUMANBLACKSMITHSIGN.MDX
197,WORLD\GENERIC\DWARF\PASSIVE DOODADS\BRAZIERS\DWARVENBRAZIER02.MDX
199,World\Generic\Human\Passive Doodads\firewood\FirewoodPile01.mdx
200,World\Azeroth\BurningSteppes\PassiveDoodads\Bonfire\OrcBonFire.mdx
201,World\Generic\Orc\Passive Doodads\Braziers\SmallBrazier01.mdx
202,World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterWood01.mdx
203,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer05.mdx
204,World\Azeroth\BurningSteppes\PassiveDoodads\SmeltingWeapons\SmeltingWeapons.mdx
205,World\Azeroth\BurningSteppes\PassiveDoodads\LavaPillar\LavaPillar01.mdx
206,World\Azeroth\BurningSteppes\PassiveDoodads\LavaAltar\LavaAltar.mdx
207,World\Azeroth\BurningSteppes\PassiveDoodads\LavaShrine\LavaShrine01.mdx
208,World\Azeroth\BurningSteppes\PassiveDoodads\OrcAnvilStoneBurningSteppes\OrcAnvilStoneBurningSteppes.mdx
209,World\Azeroth\BurningSteppes\PassiveDoodads\OrcFoundryPit\OrcSmallFoundryPit.mdx
210,World\Goober\G_Scroll01.mdx
211,World\Generic\Dwarf\Passive Doodads\DwarfCorpse\CorpseSkeletonDwarf.mdx
212,World\Azeroth\Stranglethorn\PassiveDoodads\SerpentStatue02\SerpentStatue02.mdx
213,World\Azeroth\Elwynn\PassiveDoodads\jugs\jug01.mdx
214,World\Generic\PassiveDoodads\Plaque\PlaqueBronze02.mdx
215,WORLD\GENERIC\PASSIVEDOODADS\MISC\WHEELBARROW\CAVEMINEWHEELBARROW01.MDX
216,World\Generic\Human\Passive Doodads\Cauldrons\Cauldron.mdx
217,World\Azeroth\Elwynn\PassiveDoodads\Skeleton\BattleGladeSkullHumanDark.mdx
218,World\Lordaeron\TirisfalGlade\PassiveDoodads\UtherShrine\UtherShrinePedestal.mdx
219,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation06.mdx
220,World\Generic\Human\Passive Doodads\Scrolls\ScrollA03.mdx
221,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\TABLES\INNTABLE.MDX
222,World\Generic\Human\Passive Doodads\Scrolls\ScrollMap.mdx
223,World\Azeroth\Westfall\PassiveDoodads\WreckedRowBoat\WreckedRowBoat.mdx
224,World\Generic\Human\Passive Doodads\Food&Utensils\Haunch.mdx
225,World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx
226,World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsSkull02.mdx
227,World\Generic\Human\Passive Doodads\Altars\Altar02.mdx
228,World\Generic\Human\Passive Doodads\Bottles\GreenBottle02.mdx
229,World\Generic\Human\Passive Doodads\Food\bread01.mdx
230,World\Generic\PassiveDoodads\ParticleEmitters\ShrineAuraBlue.mdx
231,WORLD\GENERIC\GNOME\ACTIVEDOODADS\GNOMEMACHINE\GNOMEMACHINE.MDX
232,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ARCHERYTARGETS\STORMWINDARCHERYTARGET01.MDX
233,World\SkillActivated\TradeskillEnablers\Tradeskill_Forge_01.mdx
234,World\Generic\Human\Passive Doodads\Tables\DuskwoodTable01.mdx
235,World\Generic\PassiveDoodads\PlainRune\Runestone.mdx
236,World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune03.mdx
237,World\Generic\Human\Passive Doodads\Bottles\BottleSmoke.mdx
238,World\Generic\Human\Passive Doodads\Bottles\GreenBottle01.mdx
239,World\Generic\Human\Passive Doodads\Buckets\bucket.mdx
240,World\Generic\Human\Passive Doodads\Candelabras\GeneralCandelabra01.mdx
241,World\Generic\Human\Passive Doodads\Cups\MetalCup03.mdx
242,World\Azeroth\BootyBay\PassiveDoodad\DeadFish\FishDeadBlue.mdx
243,World\Goober\G_bombwagon.mdx
244,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation02.mdx
245,World\Goober\G_Cannon01.mdx
246,World\Generic\Human\Passive Doodads\Books\BookLarge03.mdx
247,World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune02.mdx
248,World\Lordaeron\Arathi\PassiveDoodads\Rocks\ArathiRock01.mdx
249,World\Generic\NightElf\Passive Doodads\Ruins\NightElfRuins03.mdx
250,World\Generic\PassiveDoodads\ParticleEmitters\DruidWisp01.mdx
251,World\Azeroth\Elwynn\PassiveDoodads\Haystacks\haystack01.mdx
252,World\Generic\Dwarf\Passive Doodads\TavernStuff\GrainSacs02.mdx
